Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.0.8-10.0.0.2-45480-123-6,10.0.0.8,45480,10.0.0.2,123,6,23/05/2022 11:18:52 AM,8136169,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.223851790689203,1.3519876492241003,813616.8999999999,2571656.7337008626,8132680.0,9.0,8136095.0,1627219.0,3636663.3733744863,8132680.0,45.0,8136160.0,2034040.0,4066438.813214006,8133698.0,12.0,0,0,0,0,200,168,0.7374478086676911,0.6145398405564092,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,1008.0,0.0,1008.0,1008.0,8132680.0,0.0,8132680.0,8132680.0,NeedManualLabel
10.0.0.8-10.0.0.2-45482-123-6,10.0.0.8,45482,10.0.0.2,123,6,23/05/2022 11:18:52 AM,8135964,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.2242605793241,1.3520217149436748,813596.4,2571163.2441664827,8131255.0,8.0,8135874.0,1627174.8,3635891.459816382,8131255.0,18.0,8135955.0,2033988.75,4065814.3913903534,8132710.0,44.0,0,0,0,0,200,168,0.7374663899692772,0.6145553249743977,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,1456.0,0.0,1456.0,1456.0,8131255.0,0.0,8131255.0,8131255.0,NeedManualLabel
10.0.0.8-10.0.0.2-45474-123-6,10.0.0.8,45474,10.0.0.2,123,6,23/05/2022 11:18:52 AM,8142836,2789,5644,1184.0,181329039.0,16.0,0.0,0.4245249193259232,2.571876544124985,65160.0,0.0,32127.75318922758,32211.71121776487,22268681.697629668,1035.6342679626605,965.7063567362402,12145.531585274575,646249.0,-6.0,8142181.0,2920.437948350076,20991.43699162077,646249.0,2.0,8142828.0,1442.9962785752236,14839.89161573532,646328.0,2.0,0,0,0,0,89616,180616,342.5096612531555,693.1246067095051,0.0,65160.0,21499.907872895503,30378.177646427663,922833677.1179174,2,2,0,5711,8432,0,0,0,2.0,21502.457369856515,0.4245249193259233,32127.753189227496,0,0,0,181330223,5713,22366883,0,0,0,0,42340,85,74,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-52142-80-6,10.0.0.4,52142,10.0.0.2,80,6,23/05/2022 11:24:18 AM,7991357,522,700,256.0,20682847.0,16.0,0.0,0.4904214559386971,2.7605849707218284,65160.0,0.0,29546.92428571428,30796.894173780827,2588184.0843801624,152.91520576542882,6544.927927927931,78484.05300860232,2044731.0,-3.0,7991143.0,15338.086372360842,119652.07362658034,2044731.0,0.0,7991339.0,11432.530758226045,103510.64678495472,2044811.0,2.0,0,0,0,0,16712,22408,65.32057071158253,87.5946350538463,0.0,65160.0,16911.77677841371,27502.300636275897,756376540.2881016,2,2,0,709,1221,0,0,0,1.0,16925.616202945992,0.4904214559386973,29546.924285714285,0,0,0,10341551,355,3581998,522,256,700,20682847,42340,85,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-52140-80-6,10.0.0.4,52140,10.0.0.2,80,6,23/05/2022 11:24:18 AM,7995753,2488,5678,1312.0,186597057.0,16.0,0.0,0.5273311897106114,2.857009205438386,65160.0,0.0,32863.16607960551,31000.63007827459,23337185.253221303,1021.2921784852534,979.2716472749512,12367.179045969073,495174.0,-42.0,7993813.0,3214.2392440691665,22253.34077273174,495174.0,3.0,7995727.0,1408.442311079793,14991.184153385288,495330.0,2.0,0,0,0,0,79764,181704,311.16518982014577,710.1269886651077,0.0,65160.0,22847.84731235454,29949.3772925488,896965200.2114376,2,2,0,5749,8165,0,0,0,2.0,22850.645236345823,0.5273311897106109,32863.16607960549,0,0,0,186598369,5755,23677384,0,0,0,0,42340,85,82,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-52146-80-6,10.0.0.4,52146,10.0.0.2,80,6,23/05/2022 11:24:18 AM,7989087,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.522538808251806,1.376878234020984,798908.7,2524309.940129164,7983220.0,12.0,7989066.0,1597813.1999999995,3569551.1845812914,7983220.0,24.0,7989064.0,1997266.0,3992021.046072695,7985297.0,12.0,0,0,0,0,200,168,0.751024491284173,0.6258537427368109,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,2079.0,0.0,2079.0,2079.0,7983220.0,0.0,7983220.0,7983220.0,NeedManualLabel
10.0.0.4-10.0.0.2-52144-80-6,10.0.0.4,52144,10.0.0.2,80,6,23/05/2022 11:24:18 AM,7992155,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.516196194893617,1.3763496829078017,799215.4999999999,2525060.1600013524,7985662.0,19.0,7992108.0,1598421.6,3570576.205762496,7985662.0,146.0,7992136.0,1998034.0,3993365.018600145,7988081.0,54.0,0,0,0,0,200,168,0.7507361906769826,0.6256134922308189,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,2419.0,0.0,2419.0,2419.0,7985662.0,0.0,7985662.0,7985662.0,NeedManualLabel
10.0.0.4-10.0.0.2-52148-80-6,10.0.0.4,52148,10.0.0.2,80,6,23/05/2022 11:24:18 AM,7987480,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.52586297555675,1.3771552479630622,798748.0,2523820.727220537,7981667.0,14.0,7987402.0,1597480.4,3568869.094773833,7981667.0,22.0,7987466.0,1996866.5,3991281.990455239,7983789.0,58.0,0,0,0,0,200,168,0.751175589798034,0.6259796581650283,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,2117.0,0.0,2117.0,2117.0,7981667.0,0.0,7981667.0,7981667.0,NeedManualLabel
10.0.0.4-10.0.0.2-42798-22-6,10.0.0.4,42798,10.0.0.2,22,6,23/05/2022 11:24:18 AM,7983688,473,541,208.0,10865127.0,16.0,0.0,0.4397463002114161,2.618599043849442,63712.0,0.0,20083.41404805916,20894.774325053462,1360941.8354023856,127.00897129246532,7881.231984205328,112328.39941617489,2947584.0,-3.0,7983542.0,16914.28389830508,164187.42606197848,2947584.0,2.0,7983671.0,14784.57592592594,153657.37641018536,2947867.0,1.0,0,0,0,0,15492,17320,59.24580219066677,67.76316910179857,0.0,63712.0,10704.763546798022,18248.165083872296,332995528.928256,2,2,0,549,1013,0,0,0,1.0,10715.320512820514,0.4397463002114165,20083.41404805915,0,0,0,3621778,183,4073504,157,69,180,3621709,42340,85,13,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-42796-22-6,10.0.0.4,42796,10.0.0.2,22,6,23/05/2022 11:24:18 AM,7985635,2255,4681,1440.0,151890802.0,16.0,0.0,0.6385809312638581,3.1327083074215127,65160.0,0.0,32448.36616107664,32104.03771125168,19020684.26618547,868.5596073449387,1151.4974765681325,12339.414221740608,437012.0,-387.0,7985306.0,3542.726708074536,21453.1754355164,437012.0,1.0,7985619.0,1706.328846153846,15011.798215758035,437108.0,3.0,0,0,0,0,72252,149800,282.382052272612,586.1775550723268,0.0,65160.0,21895.95531209459,30438.724611451144,926515955.9717616,2,2,0,4766,6935,0,0,0,2.0,21899.11216839677,0.6385809312638581,32448.36616107669,0,0,0,151892242,4766,19302914,0,0,0,0,42340,85,90,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-42800-22-6,10.0.0.4,42800,10.0.0.2,22,6,23/05/2022 11:24:18 AM,7985049,216,294,32.0,3472002.0,16.0,0.0,0.1481481481481482,1.5360160780094494,17376.0,0.0,11809.530612244898,6556.961954475449,434816.8683748841,63.86936385737896,15687.719056974462,293739.9093990623,6462815.0,-1.0,7985009.0,37139.57674418605,451687.1092987244,6462815.0,1.0,7985035.0,27252.67918088737,387052.9489848682,6462838.0,2.0,0,0,0,0,7220,9416,27.050554104301675,36.81880975307728,0.0,17376.0,6794.587084148721,7670.780543645738,58840874.14877401,2,2,0,246,509,0,0,0,1.0,6807.909803921569,0.1481481481481481,11809.530612244898,0,0,0,3471902,289,91674640,108,16,147,1736001,42340,85,2,32,1519018.0,0.0,1519018.0,1519018.0,6462815.0,0.0,6462815.0,6462815.0,NeedManualLabel
10.0.0.4-10.0.0.2-42802-22-6,10.0.0.4,42802,10.0.0.2,22,6,23/05/2022 11:24:18 AM,7983824,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.53343059666646,1.3777858830555385,798382.4,2522918.2109330897,7978733.0,11.0,7983784.0,1596756.8000000005,3567633.343231294,7978733.0,175.0,7983811.0,1995952.75,3989505.8273656215,7980211.0,11.0,0,0,0,0,200,168,0.7515195725757481,0.6262663104797901,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,1474.0,0.0,1474.0,1474.0,7978733.0,0.0,7978733.0,7978733.0,NeedManualLabel
10.0.0.4-10.0.0.2-55986-23-6,10.0.0.4,55986,10.0.0.2,23,6,23/05/2022 11:24:18 AM,7979726,390,453,224.0,9684868.0,16.0,0.0,0.5743589743589745,2.9803743617374274,39096.0,0.0,21379.399558498884,12977.780131047944,1213712.3505243163,105.64272507602392,9477.10926365796,100971.348049047,1691381.0,0.0,7979640.0,20513.21336760926,147889.98564267266,1691381.0,1.0,7979714.0,17654.234513274332,137378.09033160983,1691582.0,2.0,0,0,0,0,12860,14504,48.87385857609648,56.76886649992744,0.0,39096.0,11475.227488151651,14285.893279483444,204086746.79279023,2,2,0,435,842,0,0,0,1.0,11488.839857651246,0.5743589743589743,21379.39955849889,0,0,0,3228364,154,2212282,195,112,226,4842434,42340,85,14,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-42804-22-6,10.0.0.4,42804,10.0.0.2,22,6,23/05/2022 11:24:18 AM,7983322,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.534470236826223,1.3778725197355186,798332.2,2522392.351922489,7977186.0,5.0,7982539.0,1596507.8,3566907.830656576,7977186.0,21.0,7983310.0,1995827.5,3988620.211963823,7978757.0,11.0,0,0,0,0,200,168,0.7515668289466465,0.6263056907888721,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,1578.0,0.0,1578.0,1578.0,7977186.0,0.0,7977186.0,7977186.0,NeedManualLabel
10.0.0.4-10.0.0.2-55988-23-6,10.0.0.4,55988,10.0.0.2,23,6,23/05/2022 11:24:18 AM,7979001,82,69,32.0,489651.0,16.0,0.0,0.3902439024390245,2.483307718291833,20272.0,0.0,7096.391304347827,6174.61355594157,61371.46743057182,18.924674906044,53193.34000000002,464673.74086762976,4638939.0,1.0,7978679.0,98502.20987654325,630583.4955826174,4638939.0,2.0,7978989.0,117338.07352941176,687657.1026446836,4641226.0,1.0,0,0,0,0,2860,2216,10.276975776792106,8.647699129251896,0.0,20272.0,3221.598684210526,5452.839029981143,29733453.48688569,2,2,0,52,150,0,0,0,0.0,3242.933774834437,0.3902439024390244,7096.391304347826,0,0,0,489551,64,68315796,41,16,34,244825,42340,85,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-55992-23-6,10.0.0.4,55992,10.0.0.2,23,6,23/05/2022 11:24:18 AM,7977467,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.546605582950075,1.378883798579173,797746.7000000001,2521239.2219615183,7973319.0,8.0,7977386.0,1595477.1999999995,3565322.12259274,7973319.0,41.0,7977456.0,1994364.0,3986786.152409565,7974543.0,188.0,0,0,0,0,200,168,0.7521184355886399,0.6267653629905332,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,1227.0,0.0,1227.0,1227.0,7973319.0,0.0,7973319.0,7973319.0,NeedManualLabel
10.0.0.4-10.0.0.2-55990-23-6,10.0.0.4,55990,10.0.0.2,23,6,23/05/2022 11:24:18 AM,7979023,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.54337880715471,1.3786149005962258,797902.3,2521611.814072237,7974535.0,18.0,7978954.0,1595790.8,3565826.595690009,7974535.0,57.0,7978992.0,1994748.0,3987488.812098328,7975981.0,131.0,0,0,0,0,200,168,0.7519717639615777,0.6266431366346481,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,1459.0,0.0,1459.0,1459.0,7974535.0,0.0,7974535.0,7974535.0,NeedManualLabel
10.0.0.4-10.0.0.2-55984-23-6,10.0.0.4,55984,10.0.0.2,23,6,23/05/2022 11:24:18 AM,7999234,1800,3629,1344.0,113868271.0,16.0,0.0,0.7466666666666685,3.3757201278131728,65160.0,0.0,31377.31358500963,28193.53123139765,14235064.882462496,678.6899845660222,1473.698231392773,15632.385405542627,448705.0,-19.0,7999184.0,4446.461367426344,26916.36730036165,448705.0,2.0,7999220.0,2204.8566703417896,19116.908242913712,448849.0,2.0,0,0,0,0,57608,116136,225.0215458130116,453.6684387530106,0.0,65160.0,20970.46316758748,27376.16885491133,749454621.1726174,2,2,0,3704,5428,0,0,0,2.0,20974.325842696628,0.7466666666666667,31377.313585009644,0,0,0,113869615,3708,14724260,0,0,0,0,42340,85,84,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-48034-53-6,10.0.0.4,48034,10.0.0.2,53,6,23/05/2022 11:24:18 AM,7990999,530,567,160.0,13615418.0,16.0,0.0,0.30188679245283,2.178993243715532,65160.0,0.0,24013.08289241624,25433.255901289303,1703864.3103321623,137.27945654854918,7291.057481751819,101532.98898710284,2460207.0,-3.0,7990413.0,15104.750472589794,145811.95392160965,2460207.0,2.0,7990971.0,14118.323321554775,141022.46038824346,2460251.0,1.0,0,0,0,0,17580,18152,66.32462349200644,70.95483305654274,0.0,65160.0,12400.344262295082,21860.327642512213,477873924.6379836,2,2,0,536,1096,0,0,0,1.0,12411.648131267091,0.3018867924528302,24013.082892416227,0,0,0,3403861,142,10044133,132,40,141,3403854,42340,85,10,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-48036-53-6,10.0.0.4,48036,10.0.0.2,53,6,23/05/2022 11:24:18 AM,7989785,51,34,32.0,106340.0,16.0,0.0,0.627450980392157,3.136627388222742,10136.0,0.0,3127.6470588235293,3009.9017791520378,13313.499674897384,10.638584142126478,95116.48809523808,642701.9489166159,5258324.0,0.0,7989580.0,159791.60000000003,830143.2784783207,5258324.0,4.0,7989775.0,242114.39393939392,1017456.4519796089,5259482.0,2.0,0,0,0,0,2200,1096,6.383150485275887,4.255433656850591,0.0,10136.0,1236.8837209302326,2425.3283412335527,5882217.5627906965,2,2,0,23,84,0,0,0,0.0,1251.4352941176471,0.6274509803921569,3127.6470588235293,0,0,0,106240,29,13511382,25,16,17,53170,42340,85,2,32,1127.0,0.0,1127.0,1127.0,5258324.0,0.0,5258324.0,5258324.0,NeedManualLabel
10.0.0.4-10.0.0.2-48032-53-6,10.0.0.4,48032,10.0.0.2,53,6,23/05/2022 11:24:18 AM,7992409,1927,3834,1648.0,122301127.0,16.0,0.0,0.8552153606642457,3.5998301769700976,65160.0,0.0,31899.094157537824,31994.6375545834,15302366.908400208,720.8089575996423,1387.5710069444442,12474.254560336483,322705.0,-711.0,7991977.0,4149.520768431991,21310.61259466345,322705.0,1.0,7992401.0,2085.15549178189,15268.295897089396,322777.0,2.0,0,0,0,0,61832,122696,241.10377734672983,479.7051802529125,0.0,65160.0,21225.750607427923,30127.32233391706,907655551.0117376,2,2,0,3930,5760,0,0,0,1.0,21229.434993924668,0.855215360664245,31899.09415753782,0,0,0,122302775,3932,15506433,0,0,0,0,42340,85,103,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-48038-53-6,10.0.0.4,48038,10.0.0.2,53,6,23/05/2022 11:24:18 AM,7996468,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.507287967637712,1.375607330636476,799646.8,2525264.790725555,7986674.0,9.0,7996161.0,1599232.2,3570689.842557765,7986674.0,58.0,7996459.0,1999114.75,3992672.917688715,7988122.0,304.0,0,0,0,0,200,168,0.7503312712562596,0.6252760593802164,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,1430.0,0.0,1430.0,1430.0,7986674.0,0.0,7986674.0,7986674.0,NeedManualLabel
10.0.0.4-10.0.0.2-48040-53-6,10.0.0.4,48040,10.0.0.2,53,6,23/05/2022 11:24:18 AM,7995995,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.508264449890227,1.375688704157519,799599.5,2524907.976765897,7985612.0,9.0,7995875.0,1599174.9999999998,3570128.1829984062,7985612.0,32.0,7995986.0,1998996.5,3991837.927639055,7986752.0,30.0,0,0,0,0,212,168,0.7503756568131922,0.6253130473443268,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,1115.0,0.0,1115.0,1115.0,7985612.0,0.0,7985612.0,7985612.0,NeedManualLabel
10.0.0.4-10.0.0.2-41790-123-6,10.0.0.4,41790,10.0.0.2,123,6,23/05/2022 11:24:18 AM,7993338,293,361,64.0,6442861.0,16.0,0.0,0.218430034129693,1.8598317770956765,30408.0,0.0,17847.260387811628,10419.781703237402,806036.8521886602,81.81813405113108,12240.94640122511,212864.20558651283,5063712.0,-1.0,7993291.0,27374.28424657535,317972.1143963659,5063712.0,0.0,7993330.0,22203.694444444463,286503.1653390668,5063726.0,1.0,0,0,0,0,9832,11560,36.655524888350776,45.16260916278031,0.0,30408.0,9836.526717557246,11776.283720078403,138680858.25578368,2,2,0,346,653,0,0,0,1.0,9851.567278287464,0.2184300341296928,17847.260387811635,0,0,0,3221462,180,5662342,146,32,180,3221430,42340,85,4,32,1808653.0,0.0,1808653.0,1808653.0,5063712.0,0.0,5063712.0,5063712.0,NeedManualLabel
10.0.0.4-10.0.0.2-41786-123-6,10.0.0.4,41786,10.0.0.2,123,6,23/05/2022 11:24:18 AM,7995442,3054,5660,1168.0,182258967.0,16.0,0.0,0.3824492468893258,2.444356138954183,65160.0,0.0,32201.23091872793,32220.499598730647,22795504.613753688,1089.870953976028,917.6451279696928,11567.711989401205,627007.0,-14.0,7995396.0,2618.865378316411,19434.227248920142,627007.0,5.0,7995432.0,1412.8701183954745,14423.430503898917,627259.0,3.0,0,0,0,0,97868,181128,381.9676260549448,707.903327921083,0.0,65160.0,20913.383247274756,30170.957030333484,910286648.1262294,2,2,0,5727,8713,0,0,0,1.0,20915.783222400736,0.3824492468893254,32201.230918727917,0,0,0,182260135,5728,22872425,0,0,0,0,42340,85,73,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-41788-123-6,10.0.0.4,41788,10.0.0.2,123,6,23/05/2022 11:24:18 AM,7995092,887,1294,304.0,39808249.0,16.0,0.0,0.3427282976324692,2.3178107610551164,65160.0,0.0,30763.71638330756,28460.970387379108,4979123.817462013,272.7923581117016,3667.473394495419,57875.03248617288,1394598.0,-8.0,7994382.0,9023.00451467268,90546.58227321687,1394598.0,3.0,7995083.0,6183.3588553751,75070.62071590615,1394699.0,2.0,0,0,0,0,28572,41416,110.9430635694999,161.84929454220165,0.0,65160.0,18244.06645279558,26622.02101741188,708732003.0515196,2,2,0,1301,2180,0,0,0,1.0,18252.431453461715,0.342728297632469,30763.71638330757,0,0,0,9952138,327,10403730,295,101,431,13269416,42340,85,19,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-41794-123-6,10.0.0.4,41794,10.0.0.2,123,6,23/05/2022 11:24:18 AM,7993729,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.51294408404388,1.3760786736703232,799372.8999999999,2526523.655860424,7989985.0,8.0,7993581.0,1598716.2,3572828.015972599,7989985.0,29.0,7993721.0,1998430.25,3995033.9891498103,7990981.0,98.0,0,0,0,0,200,168,0.75058836745654,0.6254903062137833,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,996.0,0.0,996.0,996.0,7989985.0,0.0,7989985.0,7989985.0,NeedManualLabel
10.0.0.4-10.0.0.2-41792-123-6,10.0.0.4,41792,10.0.0.2,123,6,23/05/2022 11:24:18 AM,7994950,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.510422204016283,1.3758685170013571,799495.0000000002,2526812.089337164,7990928.0,9.0,7994854.0,1598970.7999999998,3573212.850910396,7990928.0,20.0,7994941.0,1998735.25,3995431.339643349,7991882.0,13.0,0,0,0,0,200,168,0.7504737365461948,0.6253947804551623,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,952.0,0.0,952.0,952.0,7990928.0,0.0,7990928.0,7990928.0,NeedManualLabel
10.0.0.4-10.0.0.2-52152-80-6,10.0.0.4,52152,10.0.0.2,80,6,23/05/2022 11:24:31 AM,8038369,483,687,240.0,20507770.0,16.0,0.0,0.4968944099378877,2.778378785469972,65160.0,0.0,29851.19359534207,30900.208216467865,2551265.063845664,145.55191482252184,6876.2780153977765,80627.0428471611,2053413.0,-4.0,8038307.0,16676.98547717843,124987.2401335824,2053413.0,2.0,8038360.0,11717.725947521869,105042.90208602726,2053503.0,1.0,0,0,0,0,15476,21992,60.08681611904107,85.46509870348078,0.0,65160.0,17513.245089666943,27858.434838209243,776092391.6347504,2,2,0,693,1169,0,0,0,1.0,17528.213675213676,0.4968944099378882,29851.193595342065,0,0,0,10254005,348,3526990,483,240,687,20507770,42340,85,15,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-52150-80-6,10.0.0.4,52150,10.0.0.2,80,6,23/05/2022 11:24:31 AM,8040050,2441,5635,1328.0,184692048.0,16.0,0.0,0.5440393281442032,2.9003614650523915,65160.0,0.0,32775.87364685,30882.99072257322,22971670.076678623,1004.471365227828,995.6718266253858,12599.055445968354,500651.0,-45.0,8040004.0,3295.083606557381,22760.586832662662,500651.0,2.0,8040035.0,1427.0562655307046,15236.75292445921,500829.0,2.0,0,0,0,0,78132,180328,303.60507708285394,700.8662881449742,0.0,65160.0,22866.581156369888,29866.00428164722,891978211.75137,2,2,0,5699,8075,0,0,0,2.0,22869.41258048539,0.5440393281442032,32775.87364685004,0,0,0,184693376,5713,23289770,0,0,0,0,42340,85,83,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.4-10.0.0.2-52154-80-6,10.0.0.4,52154,10.0.0.2,80,6,23/05/2022 11:24:31 AM,8039515,6,5,16.0,116.0,16.0,0.0,2.666666666666667,6.531972647421808,100.0,0.0,23.2,43.48792935976603,16.418900891409496,1.3682417409507912,803951.5,2540950.4841664294,8035623.0,11.0,8039485.0,1607896.9999999998,3593208.2153341044,8035623.0,19.0,8039504.0,2009876.0,4018064.160345128,8036972.0,13.0,0,0,0,0,200,168,0.7463136768822498,0.6219280640685415,0.0,100.0,11.0,28.699065553365383,823.6363636363636,2,2,0,3,10,0,0,0,0.0,12.0,2.6666666666666665,23.2,0,0,0,0,0,0,6,16,5,116,42340,85,1,32,1341.0,0.0,1341.0,1341.0,8035623.0,0.0,8035623.0,8035623.0,NeedManualLabel
